University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
Université Jean Moulin Lyon 3,France,-,Introduction to French Culture and Civilization,FRENxxxx,-
Université Jean Moulin Lyon 3,France,-,Mondes extra-européens,HISTxxxx,-
Université Jean Moulin Lyon 3,France,-,Staging the Supernatural in Shakespeare’s Macbeth & A Midsummer Night’s Dream,ENGLxxxx,-
Université Jean Moulin Lyon 3,France,-,The European Revolutionary Tide since 1789,EUSTxxxx,-
Université Jean Moulin Lyon 3,France,-,Tocqueville and Democracy in the Internet Age,HISTxxxx,-
Université Lumière (Lyon II),France,-,Atelier de conversation (Chinois),FRENxxxx,-
Université Lumière (Lyon II),France,-,Civilisation Britannique: British History (1830-1945) (CM+TD),HISTxxxx,-
Université Lumière (Lyon II),France,-,Compétences orales intermédiaires (B1),FRENxxxx,-
Université Lumière (Lyon II),France,-,Création numérique: atelier conception et publication Web,FRENxxxx,-
Université Lumière (Lyon II),France,-,Ecritures scéniques 1,FRENxxxx,-
Université Lumière (Lyon II),France,-,FEMI Langue française (B2),FRENxxxx,-
Université Lumière (Lyon II),France,-,"Langue, SocieÌteÌs, DeÌbats S5",AMERxxxx,-
Université Lumière (Lyon II),France,-,Portugais Niveau A2,PORT3001,-
Université Lumière (Lyon II),France,-,Suivi Linguistique et Méthodologique niveau B2,FRENxxxx,-
Université Lumière (Lyon II),France,-,“FEMI Langue Française Cours 1” + “FEMI Langue Française Cours 2” (A1),FRENxxxx,-
University of Paris-Dauphine,France,-,Corporate Finance,FINA1310,-
University of Paris-Dauphine,France,-,Data Analysis,ECON1280,-
University of Paris-Dauphine,France,-,FLE A1: Cours Général,FRENxxxx,-
University of Paris-Dauphine,France,-,FLE B1 - Cinéma et société ,FRENxxxx,-
University of Paris-Dauphine,France,-,"FLE B1 - Paris, Cité des Arts",FRENxxxx,-
University of Paris-Dauphine,France,-,FLE B2 – Enjeux de l' Actualité,FRENxxxx,-
University of Paris-Dauphine,France,-,International Consumer Behavior,MKTG3501,-
University of Paris-Dauphine,France,-,Multicultural France,FRENxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,And ... Repeat! The Many Forms and Functions of Iteration in Language and Communication,LINGxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Art for Art's Sake: Aestheticism in Late Nineteenth Century Literature,ENGLxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Deutsch-P / Deutschland erleben und verstehen,GRMNxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Deutsch-P / Sprachkurs  B1.1 -> B1.2,GRMN2002,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Deutsch-P / Sprachkurs A1.2,GRMN1002,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Digital Discourse,LCOMxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Epistemic Injustice,PHILxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Introduction to the Philosophy of Science,PHILxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Language and Culture,LCOMxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Renaissance Literature in Its Media Contexts,ENGLxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,"Retelling, Rereading, Rethinking: The Afterlife of Medieval Texts in Contemporary Literature",ENGLxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,The Drama of Ideas: From Shakespeare to Stoppard,ENGLxxxx,-
Albert-Ludwigs-Universität Freiburg,Germany,-,Theory of Culture,PHILxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,"""Aufbaukurs B2"" + ""Aufbaukurs-Training Sprechen""",GRMN3002,-
Eberhard Karls Universität Tübingen,Germany,-,Alltagskommunikation und Umgangssprache ab B1,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Anthropology of Race and Identity,GENDxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Aufbaukurs nachmittags: B1,GRMN3002,-
Eberhard Karls Universität Tübingen,Germany,-,"Critical Perspectives in Gender and STS (Science, Technology, and Society)",SOCIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Culture(s) and Society,SOCIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Deutsch Kompakt Kurs B1,GRMN3001,-
Eberhard Karls Universität Tübingen,Germany,-,Deutsch Kompakt – A2/B1,GRMN2002,-
Eberhard Karls Universität Tübingen,Germany,-,Discourses of Security,POLIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Gender and Diversity,GENDxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Gendering and Gender Equality in the European Union,GENDxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,German Language Skills B1.2,GRMN3001,-
Eberhard Karls Universität Tübingen,Germany,-,"Hong Kong: Society, History and Politics",CHINxxxx (CHC),-
Eberhard Karls Universität Tübingen,Germany,-,Intercultural Communication – Getting along with the Germans,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Interkulturelle Kommunikation ab B1: Eine Einführung am Beispiel der Deutschen Kultur,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Konversation in der Mittagspause A2/B1,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,"Landeskunde und Kommunikation B1 - Einwanderungsland Deutschland: Flucht, Migration und Integration",GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Landeskunde – ab B2 - Aktuelle Themen in Deutschland,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Material Feminism,GENDxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Personalism and Personalization,POLIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Research with Marginalized Social Groups: Methods and Ethics,POLIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Social Stratification in Germany from a Crossnational Perspective,GRMNxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Transition to Democracy Thirty Years on: Public Policy in Eastern Europe between Liberalism and Populism,POLIxxxx,-
Eberhard Karls Universität Tübingen,Germany,-,Women and Gender in Islamic History,GENDxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,History of Munich and Bavaria: An Introduction for International Students,HISTxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Introduction to American Politics,POLIxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Mobility and Motion: East Central Europe in an Age of Migration,HISTxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Nationalism in Nineteenth – Century Poland,HISTxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Politics in the European Union,POLIxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Transmedia Shakespeare,ENGLxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,Versions of Utopia (1500-1900),ENGLxxxx,-
Ludwig-Maximilians-Universität München,Germany,-,William Blake's Songs of Innocence and of Experience,ENGLxxxx,-
University of Bonn,Germany,-,Advanced Grammar (B2/C1),GRMNxxxx,-
University of Bonn,Germany,-,Communicative Grammar,GRMNxxxx,-
University of Bonn,Germany,-,"Contemporary Discourses in Media, Science and Research",GRMNxxxx,-
University of Bonn,Germany,-,Creating Fantasy Worlds: World Building in the Works by J.R.R. Tolkien and C.S. Lewis,ENGLxxxx,-
University of Bonn,Germany,-,English in the Middle Ages: Introduction to Middle English,ENGLxxxx,-
University of Bonn,Germany,-,Everyday German Language Course B1.2,GRMN3002,-
University of Bonn,Germany,-,Everyday German Language Course B2.1,GRMN3002,-
University of Bonn,Germany,-,Focus on Popular Cultures Lecture,CLITxxxx,-
University of Bonn,Germany,-,German and Art,GRMNxxxx,-
University of Bonn,Germany,-,German and Art (B1/B2),GRMNxxxx,-
University of Bonn,Germany,-,German Language Orientation Course (Einführungskurs),GRMNxxxx,-
University of Bonn,Germany,-,Junior Year Program – Intensive Basic Level Course (Intensivkurs Basisstufe),GRMNxxxx,-
University of Bonn,Germany,-,Media Governance in Germany and Beyond,GRMNxxxx,-
University of Bonn,Germany,-,My Image of Germany – A Practical Regional and Cultural Studies,GRMNxxxx,-
University of Bonn,Germany,-,Next Stop: Germany!,GRMNxxxx,-
University of Bonn,Germany,-,North American Literatures and Cultures: From Early New World Encounters to a New Global Age,ENGLxxxx,-
University of Bonn,Germany,-,Practical Pronunciation Practice (Phonetics),GRMNxxxx,-
University of Konstanz,Germany,-,American Literature and Culture I,AMERxxxx,-
University of Konstanz,Germany,-,"Artificial Intelligence: Technology, Culture and Regulation",POLIxxxx,-
University of Konstanz,Germany,-,Basic Level German (A1/1),GRMNxxxx,-
University of Konstanz,Germany,-,British Literature and Culture I,ENGLxxxx,-
University of Konstanz,Germany,-,English around the World,ENGLxxxx,-
University of Konstanz,Germany,-,English Syntax,ENGLxxxx,-
University of Konstanz,Germany,-,Grammar (B1),GRMN3001,-
University of Konstanz,Germany,-,Introduction to Comparative Politics,POLI2105,-
University of Konstanz,Germany,-,Introduction to Political Theory,POLI2107,-
University of Konstanz,Germany,-,Jerusalem,HISTxxxx,-
University of Konstanz,Germany,-,Modernist Poetry and Poetics,ENGLxxxx,-
University of Konstanz,Germany,-,Perception and Gender Inequality,SOCIxxxx,-
University of Konstanz,Germany,-,The Rise of Performance Poetry in the USA,ENGLxxxx,-
University of Konstanz,Germany,-,Welcome to Could Cuckoo Land! The Trail form Text to Theatre,AMER2048,-
The Chinese University of Hong Kong,Hong Kong SAR,-,Meanings of Life (APRU Virtual Exchange),CCHU9052,-
The Chinese University of Hong Kong,Hong Kong SAR,-,Meanings of Life (APRU Virtual Exchange),SOCIxxxx,-
The Chinese University of Hong Kong,Hong Kong SAR,-,Media and Social Development in Mainland China (APRU Virtual Exchange),SINOxxxx,-
The Chinese University of Hong Kong,Hong Kong SAR,-,Theories and Practices of International Relations (APRU Virtual Exchange),POLIxxxx,-
University of Iceland,Iceland,-,American Literature,ENGLxxxx,-
University of Iceland,Iceland,-,Bilingualism,LINGxxxx,-
University of Iceland,Iceland,-,History of International Relations in Asia,JAPNxxxx,-
University of Iceland,Iceland,-,Icelandic - the Basics,EUSTxxxx,-
University of Iceland,Iceland,-,Icelandic Nature and Cultural Legacy,EUSTxxxx,-
Trinity College Dublin,Ireland,-,German Cultural History II,GRMNxxxx,-
Trinity College Dublin,Ireland,-,German Language 2 (VS),GRMN3002,-
Trinity College Dublin,Ireland,-,German Literary History 1,GRMNxxxx,-
Trinity College Dublin,Ireland,-,Irish Language and Literature,ENGLxxxx,-
Trinity College Dublin,Ireland,-,Social Stratification and Inequalities 2,SOCIxxxx,-
Akita International University,Japan,-,"""Japanese Practice"" + ""Pronunciation""",JAPN2061,-
Akita International University,Japan,-,A Basic Introduction to Communicating in Japanese,JAPNxxxx,-
Akita International University,Japan,-,Advanced Japanese 507,JAPNxxxx,-
Akita International University,Japan,-,Advanced Japanese II,JAPNxxxx,-
Akita International University,Japan,-,Asian Philosophy,PHILxxxx,-
Akita International University,Japan,-,Community Development,JAPNxxxx,-
Akita International University,Japan,-,Corporate Finance,FINA1310,-
Akita International University,Japan,-,Financial Accounting,ACCT1101,-
Akita International University,Japan,-,History of Modern Japan,JAPNxxxx,-
Akita International University,Japan,-,Intermediate Japanese 300,JAPN2088,-
Akita International University,Japan,-,Intermediate Japanese 305,JAPN2099,-
Akita International University,Japan,-,Intermediate Japanese II Practice,JAPNxxxx,-
Akita International University,Japan,-,Introduction to Japanese Society,JAPNxxxx,-
Akita International University,Japan,-,Principles of Microeconomics,ECON1210,-
Akita International University,Japan,-,Pronunciation,JAPNxxxx,-
Akita International University,Japan,-,Statistics,STAT1603,-
Chuo University,Japan,-,Contemporary Japanese History A,JAPNxxxx,-
Chuo University,Japan,-,Education for Japanese A,JAPNxxxx,-
Chuo University,Japan,-,European Economic History,HISTxxxx,-
Chuo University,Japan,-,Gender Gap in Japan,JAPNxxxx,-
Chuo University,Japan,-,Gender Gap in Japan [Interdisciplinary elective,JAPNxxxx,-
Chuo University,Japan,-,Gender Theory,GENDxxxx,-
Chuo University,Japan,-,History of Japanese Classics Entertainments A,JAPNxxxx,-
Chuo University,Japan,-,History of Meijiishin A,JAPNxxxx,-
Chuo University,Japan,-,History of Modern and Contemporary East Asia,JAPNxxxx,-
Chuo University,Japan,-,Introduction to Japanese Law,JAPNxxxx,-
Chuo University,Japan,-,Introduction to Japanese Studies,JAPNxxxx,-
Chuo University,Japan,-,Japanese A II (1),JAPNxxxx,-
Chuo University,Japan,-,Japanese A III (1),JAPNxxxx,-
Chuo University,Japan,-,Japanese A IV (1),JAPNxxxx,-
Chuo University,Japan,-,Japanese B I (1),JAPNxxxx,-
Chuo University,Japan,-,Japanese B II (1),JAPNxxxx,-
Chuo University,Japan,-,Japanese Economic History,JAPNxxxx,-
Chuo University,Japan,-,Japanese History ,JAPNxxxx,-
Chuo University,Japan,-,Japanese Language Course SEN-4(1) [Japanese A II (1) + Japanese A III (1) + Japanese A IV (1) + Japanese A I (3) + Japanese A II (3)],JAPNxxxx,-
Chuo University,Japan,-,Japanese Literature in Early Modern Ages A,JAPNxxxx,-
Chuo University,Japan,-,Japanese Literature in the Modern Ages 1A ,JAPNxxxx,-
Chuo University,Japan,-,Law and Society 1,JAPNxxxx,-
Chuo University,Japan,-,Medieval Western History,HISTxxxx,-
Chuo University,Japan,-,Selected Reading on Law 1 (Legal and Social Issues in Japan Today),JAPNxxxx,-
Chuo University,Japan,-,Themes in Western History 1,HISTxxxx,-
Chuo University,Japan,-,Themes in Western History 2,HISTxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Academic Writing,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Grammar,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese in Economics I ,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Reading I ,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Reading II,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Reading in Early Modern Japanese,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Speaking I,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Speaking II,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Speed Reading,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Japanese Writing II,JAPNxxxx,-
Hitotsubashi University,Japan,-,Advanced Legal Japanese,JAPNxxxx,-
Hitotsubashi University,Japan,-,Aspects of Modern Japanese,JAPNxxxx,-
Hitotsubashi University,Japan,-,Intermediate Japanese II,JAPNxxxx,-
Hitotsubashi University,Japan,-,Intermediate Japanese Reading ,JAPNxxxx,-
Hitotsubashi University,Japan,-,Intermediate Japanese Speaking,JAPNxxxx,-
Hitotsubashi University,Japan,-,Intermediate Korean B,KORExxxx,-
Hitotsubashi University,Japan,-,International Organizations,POLIxxxx,-
Hitotsubashi University,Japan,-,International Relations in Asia-Pacific,JAPNxxxx,-
Hitotsubashi University,Japan,-,Introduction to Japanese Law,JAPNxxxx,-
Hitotsubashi University,Japan,-,Introduction to Japanese Linguistics,JAPNxxxx,-
Hitotsubashi University,Japan,-,Introduction to the U.S. Legal System,AMERxxxx,-
Hitotsubashi University,Japan,-,Japan and International Relations,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Affairs for International Students B,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Art B,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Business B,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Business C,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Business D,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Business E,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Culture B,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese History,JAPNxxxx,-
Hitotsubashi University,Japan,-,Japanese Society B,JAPNxxxx,-
Hitotsubashi University,Japan,-,Language and Culture in Japan,JAPNxxxx,-
Hitotsubashi University,Japan,-,Special Topics in Social Sciences A,JAPNxxxx,-
Hitotsubashi University,Japan,-,World Affairs F – World Affairs on Film,POLIxxxx,-
Hokkaido University,Japan,-,Advanced Expression (Writing Skills),JAPNxxxx,-
Hokkaido University,Japan,-,Advanced Interaction (Role-play),JAPNxxxx,-
Hokkaido University,Japan,-,Approaches to Second Language Teaching,LINGxxxx,-
Hokkaido University,Japan,-,Contemporary Japanese Society,JAPNxxxx,-
Hokkaido University,Japan,-,Countries and Cultures,SOCIxxxx,-
Hokkaido University,Japan,-,Current Events in Language and Society,LCOMxxxx,-
Hokkaido University,Japan,-,History and Memory in Modern Japan,HISTxxxx,-
Hokkaido University,Japan,-,Independent Studies (1),JAPNxxxx,-
Hokkaido University,Japan,-,Independent Studies (2),JAPNxxxx,-
Hokkaido University,Japan,-,Indigenous Peoples and Education,SOCIxxxx,-
Hokkaido University,Japan,-,Intercultural Communication and Language Issues,LCOMxxxx,-
Hokkaido University,Japan,-,Intercultural Communication and Language Issues,LINGxxxx,-
Hokkaido University,Japan,-,Introduction to Intercultural Communication,LCOMxxxx,-
Hokkaido University,Japan,-,Introduction to Japanese History I: Between War and Peace,HISTxxxx,-
Hokkaido University,Japan,-,Introduction to Japanese Politics,JAPNxxxx,-
Hokkaido University,Japan,-,Introduction to Japanese Society,JAPNxxxx,-
Hokkaido University,Japan,-,Introduction to Japanese Studies I (History),JAPNxxxx,-
Hokkaido University,Japan,-,Introduction to Japanese Studies II (Culture),JAPNxxxx,-
Hokkaido University,Japan,-,Japanese Culture II: Advanced Readings,JAPNxxxx,-
Hokkaido University,Japan,-,Japanese Foreign Policy,JAPNxxxx,-
Hokkaido University,Japan,-,Japanese Foreign Policy II,JAPNxxxx,-
Hokkaido University,Japan,-,Japanese Popular Culture ,JAPNxxxx,-
Hokkaido University,Japan,-,Language and Society,LINGxxxx,-
Hokkaido University,Japan,-,Language Learning,LING2074,-
Hokkaido University,Japan,-,Multilingualism in Society,LINGxxxx,-
Hokkaido University,Japan,-,Popular Music and Society,MUSIxxxx,-
Hokkaido University,Japan,-,The Allied Occupation of Japan and the Collapse of the Japanese Empire,HISTxxxx,-
Hokkaido University,Japan,-,Values of Tourism,SOCIxxxx,-
Hokkaido University,Japan,-,Workshop on Intercultural Communication,LINGxxxx,-
International Christian University,Japan,-,Advanced Seminar in Japanese A,JAPNxxxx,-
International Christian University,Japan,-,Advanced Seminar in Japanese B,JAPNxxxx,-
International Christian University,Japan,-,Contemporary Praxes on Communication Study,JAPNxxxx,-
International Christian University,Japan,-,Culture in Contemporary Japan,JAPNxxxx,-
International Christian University,Japan,-,History of Japanese Art I,JAPNxxxx,-
International Christian University,Japan,-,Intercultural Communication,JAPNxxxx,-
International Christian University,Japan,-,Introduction to Cultural Studies,CLITxxxx,-
International Christian University,Japan,-,Introduction to Eastern Art,ARTHxxxx,-
International Christian University,Japan,-,Introduction to Japanese Society,SOCIxxxx,-
International Christian University,Japan,-,J7: Japanese,JAPNxxxx,-
International Christian University,Japan,-,Language and History,LINGxxxx,-
International Christian University,Japan,-,Music of Japan,JAPNxxxx,-
International Christian University,Japan,-,Sociology of Family,SOCIxxxx,-
International Christian University,Japan,-,Topics in Japanese Grammar for Language Education I,JAPNxxxx,-
International Christian University,Japan,-,Topics in Japanese Grammar for Language Education II,JAPNxxxx,-
International Christian University,Japan,-,Vocabulary and Kanji for Intermediate Learners of Japanese I,JAPNxxxx,-
International Christian University,Japan,-,Vocabulary and Kanji for Intermediate Learners of Japanese II,JAPNxxxx,-
Kansai Gaidai University,Japan,-,20th Century Asian History through Film,HISTxxxx,-
Kansai Gaidai University,Japan,-,Advanced Kanji & Readings,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Business Japanese ,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Japanese 5a ,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Japanese 5b,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Japanese 6c,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Japanese 7a,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Japanese 8a,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Kanji and Readings 4b,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Kanji and Readings 6b,JAPNxxxx,-
Kansai Gaidai University,Japan,-,Koto Basic A,MUSIxxxx,-
Kansai Gaidai University,Japan,-,Modern Japanese History (in Japanese),JAPNxxxx,-
Kansai Gaidai University,Japan,-,Representations of Asia in Popular Culture,CLITxxxx,-
Kansai Gaidai University,Japan,-,Translation (English into Japanese),JAPNxxxx,-
Keio University,Japan,-,Advanced Studies in Art History 2L,ARTHxxxx/FINExxxx,-
Keio University,Japan,-,Arts/Art Workshop: Discovering Arts and Culture in Japan,JAPNxxxx,-
Keio University,Japan,-,Contemporary German Studies 2,GRMNxxxx,-
Keio University,Japan,-,Cultural Presuppositions in Japanese Communication,JAPNxxxx,-
Keio University,Japan,-,Drama and Media Study 1,GRMNxxxx,-
Keio University,Japan,-,"Gender, Culture and Modernity in Interwar Japan",JAPNxxxx,-
Keio University,Japan,-,Ghosts and Goblins in Modern Japanese Literature,JAPNxxxx,-
Keio University,Japan,-,History of Oriental Art 1B,ARTHxxxx/FINExxxx,-
Keio University,Japan,-,History of Oriental Art 2B,ARTHxxxx/FINExxxx,-
Keio University,Japan,-,History of Western Art 1A,ARTHxxxx/FINExxxx,-
Keio University,Japan,-,Introduction to Japanese Cinema 1,JAPNxxxx,-
Keio University,Japan,-,Introduction to Japanese Cinema 2,JAPNxxxx,-
Keio University,Japan,-,Introduction to Japan’s History and Culture ,JAPNxxxx,-
Keio University,Japan,-,Japanese Cultural Studies 7B: Japanese Animation and TV Game,JAPNxxxx,-
Keio University,Japan,-,Japanese Culture: Honorifics,JAPNxxxx,-
Keio University,Japan,-,Japanese for Communication: Business,JAPNxxxx,-
Keio University,Japan,-,Japanese for Communication: Media 2,JAPNxxxx,-
Keio University,Japan,-,Japanese for Communication: Presentation & Discussion (Fall),JAPNxxxx,-
Keio University,Japan,-,Japanese for Communication: Presentation & Discussion (Spring) ,JAPNxxxx,-
Keio University,Japan,-,Japanese for Communication: Society & Culture,JAPNxxxx,-
Keio University,Japan,-,Japanese Traditional Art of Humor,JAPNxxxx,-
Keio University,Japan,-,Japan’s Postwar Through Short Stories ,JAPNxxxx,-
Keio University,Japan,-,Otaku Culture in Japan and Its Transnational Relation,JAPNxxxx,-
Keio University,Japan,-,Seeing Japanese Culture and Society from a Qualitative Perspective,JAPNxxxx,-
Keio University,Japan,-,Studies in German Culture 2,GRMNxxxx,-
Keio University,Japan,-,The Roots of Japanese Culture as Seen in Theater and Art,JAPNxxxx,-
Kyoto University,Japan,-,Cultural Anthropology II,JAPNxxxx,-
Kyoto University,Japan,-,Introduction to Classical Japanese Literature,JAPNxxxx,-
Kyoto University,Japan,-,Introduction to Globalization II,JAPNxxxx,-
Meiji University,Japan,-,Advanced Japanese (Listening) I,JAPNxxxx,-
Meiji University,Japan,-,Advanced Japanese (Reading) I,JAPNxxxx,-
Meiji University,Japan,-,Advanced Japanese (Reading) II,JAPNxxxx,-
Meiji University,Japan,-,Advanced Japanese (Speaking) II,JAPNxxxx,-
Meiji University,Japan,-,Animation Culture A,JAPNxxxx,-
Meiji University,Japan,-,Animation Culture B,JAPNxxxx,-
Meiji University,Japan,-,Applied Linguistics A,JAPNxxxx,-
Meiji University,Japan,-,Applied Linguistics B type 2,LING2074,-
Meiji University,Japan,-,Asian History B,HISTxxxx,-
Meiji University,Japan,-,Comparative Religious Studies,BSTC1004,-
Meiji University,Japan,-,Cultural Studies in Budo (Japanese Martial Arts) A,JAPNxxxx,-
Meiji University,Japan,-,Diversity and Society A,JAPNxxxx,-
Meiji University,Japan,-,History and Technique of Tokusatsu Films A,JAPNxxxx,-
Meiji University,Japan,-,History of East Asian Cultural Exchange A,HISTxxxx,-
Meiji University,Japan,-,History of Martial Arts Philosophy,JAPNxxxx,-
Meiji University,Japan,-,Japanese Behavioral Models A,JAPNxxxx,-
Meiji University,Japan,-,Japanese Language Teaching (Grammar) B,JAPNxxxx,-
Meiji University,Japan,-,Japanese Language Teaching (Phonetics) A ,JAPNxxxx,-
Meiji University,Japan,-,Japanese Language Teaching (Vocabulary) A,JAPNxxxx,-
Meiji University,Japan,-,Japanese Language Teaching (Vocabulary) B,JAPNxxxx,-
Meiji University,Japan,-,Japanese Linguistics A,JAPNxxxx,-
Meiji University,Japan,-,Japanese Linguistics B,JAPNxxxx,-
Meiji University,Japan,-,Japanese Manufacturing Management A,JAPNxxxx,-
Meiji University,Japan,-,Japanese Religion A,JAPNxxxx,-
Meiji University,Japan,-,Japanese Religion B,JAPNxxxx,-
Meiji University,Japan,-,Japanese Social Systems A ,JAPNxxxx,-
Meiji University,Japan,-,Japanese Social Systems B,JAPNxxxx,-
Meiji University,Japan,-,Language and Culture B,LINGxxxx,-
Meiji University,Japan,-,Media Arts B,ARTHxxxx,-
Meiji University,Japan,-,Media Arts B,HISTxxxx,-
Meiji University,Japan,-,Otaku Culture A,JAPNxxxx,-
Meiji University,Japan,-,Otaku Culture B,JAPNxxxx,-
Meiji University,Japan,-,Performing Arts A,JAPNxxxx,-
Meiji University,Japan,-,Technology and the Japanese Society B,JAPNxxxx,-
Meiji University,Japan,-,Western History B,HISTxxxx,-
Nagoya University,Japan,-,Academic Japanese 2A,JAPNxxxx,-
Nagoya University,Japan,-,Academic Japanese 5 (Kanji 2200),JAPNxxxx,-
Nagoya University,Japan,-,Business Japanese 2,JAPNxxxx,-
Oita University,Japan,-,Academic Writing in Japanese,JAPNxxxx,-
Oita University,Japan,-,Analysis of Japanese Grammar,JAPNxxxx,-
Oita University,Japan,-,Business Japanese Seminar 3,JAPNxxxx,-
Oita University,Japan,-,Contrastive Analysis of Semantic Structures in English and Japanese within the Framework of Cognitive Linguistics,JAPNxxxx,-
Oita University,Japan,-,Corporate Finance,FINA1310,-
Oita University,Japan,-,Ethnographic Study on Rural Japan,JAPNxxxx,-
Oita University,Japan,-,Intercultural Communication,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Contextual  Japanese I,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Contextual Japanese I,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Grammar I,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Grammar II,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Reading I,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Speaking,JAPNxxxx,-
Oita University,Japan,-,Japanese 4 Writing I,JAPNxxxx,-
Oita University,Japan,-,Japanese 5 Speaking,JAPNxxxx,-
Oita University,Japan,-,Japanese Aesthetics and Fashion Media Studies,JAPNxxxx,-
Oita University,Japan,-,Japanese Grammar and Discourse,JAPNxxxx,-
Oita University,Japan,-,Japanese Linguistics I,JAPNxxxx,-
Oita University,Japan,-,Japanese Management and Sustainable Development,JAPNxxxx,-
Oita University,Japan,-,Japanese Popular Culture Studies,JAPNxxxx,-
Oita University,Japan,-,Japanese Presentation Skill,JAPNxxxx,-
Oita University,Japan,-,Japanese Studies I,JAPNxxxx,-
Oita University,Japan,-,Japanese Studies I (for Nikkensei Students),JAPNxxxx,-
Oita University,Japan,-,Japanese Studies II,JAPNxxxx,-
Oita University,Japan,-,Oita Area Studies,JAPNxxxx,-
Oita University,Japan,-,Social Networks and Introduction of Oita to the World II,JAPNxxxx,-
Oita University,Japan,-,Statistics,STAT1602,-
Osaka University,Japan,-,A Glimpse at Japanese Art,FINE2054,-
Osaka University,Japan,-,"Classic Poetry in China, Japan and Korea",CLITxxxx,-
Osaka University,Japan,-,English Literature II S.,LCOMxxxx,-
Osaka University,Japan,-,Gender Studies,SOCIxxxx,-
